text,sentiment
@SimonBob Nobody cares about grammar anymore. ,neg
"@stephenfry Oooo, Sound's good ",pos
@cassandra2603 God what a cheery chat has he somehow can back into the news ? I know about Vera Drake hmm not pleasant  x,neg
thanks for your support @stevebeasant ,pos
"Awww man, I woke up sick ",neg
"after smoking for 16 years , i have now not had a smoke for 4 weeks and 1 day  woooohooooo happy days",pos
sooo im up and out! out with my peeps. i can tell its gonna be a early night. wishing i was caked up instead ,neg
"@NoraReed a year ago, after our move, we had tons and tons of packing material. Didn't save any, though ",neg
i wanna go to the manchester apollo! ,pos
@fionamccarthy Thanx hun ,pos
@pinkymcsian YES bloody work ,neg
"http://twitpic.com/6v42q - Busy day at Genesis Bicycles in Easton, PA. Got in a great ride, now hubby has some shop work to do ",pos
"@shannamoakler http://twitpic.com/7s8p5 - Yeah that's the story of my life, and that pooor puppy ",neg
Excuse me @btubquiz - can has interesting question please? Afternoon = bleh  [*nudge nudge* @lexiphanic],neg
@bryanchin87 @prakashdaniel I choke on Shisha  Safa still?,neg
@xnattsx not top bad thanks  and you?,pos
must get my butt out to see more shows/concerts. Last one I've been to was Spice Girls ,neg
"Oh no, was meant to go to the post office before it closed  hope they don't return my package",neg
"@MissMillions lololol...Good afternoon Miss MiL-Li-YONZ  Long night, ay? lol..Hope you're feeling better..",pos
"@vampirefreak101 Hey thanks a lot for you coverage in Motepulciano,  congrats girl!!!!  You make me so happy!!! ",pos
"@modus_operandi what is zaceed!? Also, nice tat @markdamgaard. ",pos
@thehappyhours I'm so sorry ,neg
"quote of the day:people maybe won't remember what you said or did, but they will remember how you made them feel... ",pos
My favorite part of the Tonight Show w/ Jay Leno is Jaywalking! Loved it! Will miss it! ,neg
Just got home. About to leave for another grad party ,pos
@zwalkk could you make yourself look like any more of a stoner punk?! sheesh.. let me remind u: 4/20- not a real holiday ,pos
"holy careful cropping, batman!    http://bit.ly/iNjhI",pos
"@writinginrain lol, i have too many favorites. thanks tho. ",pos
"My god this book is like listening to a record on repeat 170,000 times. I GET IT! AID TO AFRICA HASN'T &amp; WON'T HELP. Shut The Fuck Up! .. ",neg
@WeirdKidd its never too early or too late ,pos
"Ugh,my laptop randomly stopped working...*Panick*-Oh no,what have i done?! ",neg
@Mickie_1 thanks ,pos
@minamic: Very true. ,pos
hung with the boy. tomorrowwwwwwwww;; seeing Up with emma and Bribear!  i'm so excited.,pos
@MissJoJoSmith Aw poor Subo ,neg
@KickingBuckets paul has a huge yin. Like a baby's arm ,neg
@LaMisty_Elite the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!! ,neg
My ppl already at Carribean Fusion... heard its poppin... ,pos
@nerdydork LOL! the thing that sucks for me is that I almost got my nose pierced today but I couldn't since i'm not 16 ,neg
@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.,pos
still recovering from this weekend.  at least I'm off today...,neg
Finally done all my coursewrok thank god! Time to chillax ,pos
I have got such a sore stomach!!! At home sulking ,neg
off for a BBQ this aft! ,pos
@nantastiic she was in a coma after a car accident ,neg
watchen the FRESH PRINCE OF BEL-AIR...still missen da hubby.. ,neg
"is asking, does Kris Allen has a Twitter account?  ",pos
"@tferraro @soverpeck @rhetter ACTUALLY...a potato is a tuber, but it's also known as a root vegetable...hey I'm Irish and know my spuds ",pos
"@NathanFillion im watching slither, its 4:30 am... im gunna have nightmares (worth it though lol great movie ",pos
New on Etsy: Baseball stud earrings 7$  http://bit.ly/7S33G,pos
Is going home late today after tiring loooooong day of work..... ,neg
@boomx17 hey nothign have you checked out my website yet? ,pos
Eating dinner with Tubby. He doesn't want any cow's tongue ,neg
@zara19 I tried convincing my parents but it was no good. They don't want me to have a pet ,neg
@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping ,pos
@sarah_cawood I've fed the rays off Grand Cayman. It was awesome ,pos
JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder! ,neg
"@kd0bik not great this morning... got a stomach bug and was sick.... but doing better now, just laying in bed reading tweets! ",pos
"lol @rosiehancock Misunderestimated - whats wrong with that word? Also, been thinking bout your harsh truth and I have to say u are right ",neg
@Theprettyartist I undestand the 'vicar types' comment now ,pos
@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,pos
@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha ,pos
Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait ,neg
#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! ,pos
"@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good ",pos
Sick daddy  send prayer his way,neg
@worshipmeonly haha her reality show was pretty hilarious! ,pos
+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor ,pos
It's raining fucking harrrrrd. ,neg
@ work  wanting to be at the fight with the rest of the guys.,neg
Oooo Kardashians is on twice ,pos
my sister's friend threw something at her head &amp; now it's bleeding. ,neg
@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,pos
will get blackberry this sunday !!! ,pos
The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!  ,pos
"Ok, apparently BOTH broadcast sites are killing my machine today, so broadcast called off. Sorry. ",neg
@annaoboe I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though,neg
"great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work ",neg
"On my way home, giving twin atlantic a miss. couldnt even get into the courtyard they were in. Thats twice ive missed them now! ",neg
I know I've said this a million times before but...I really wish I wasn't allergic to hair dye ,neg
@TheIntriguing1 I think it's more of a respitiry infection ,neg
@nadalnews that's awful ,neg
@fromtheold is that like the sequel to Mathematica?  I like a lot of what that guy does.  Seems to be a bona fide genius ,pos
@KristenLihos want to come for dessert? ,pos
"@persiankiwi are you able to upload?  Otherwise, DM me ",pos
This One Is For You - Free Marketing  | MangoOrangeï¿½ http://tinyurl.com/p5nssr,pos
keep having bad dreams these days...can't sleep well ,neg
someone needs to bring be drugs. i wish to not have a sore throat any longer advil/tylenol seem not not work anymore ,neg
"happy at last! I have a picture already here in twitter,,, ",pos
@pattiblaine Thanks! I'm trying to be a good patient ,pos
"Lastnight...FCKING SUCKED. I balled my eyes out. I miss Alex a lot  &amp; Marybeth's a bitch, and no, I'm not cencoring it, &amp; IDGAF.",neg
@Edwardo01 awwww what a shame... cant get that picture to work ,neg
"@chrisaffair haha, I AM! but beware, its addicting ",pos
"@sweet_exile It really is quite a while!  Oh well, preview next week.",neg
is really BORED!!!   http://plurk.com/p/13cyrd,neg
im trying to convince alexis to stay up with me and ryan... i dont think its working so well! ,neg
@mattfincham OH NO! not Tony  me sad now...,neg
@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!,pos
I swear there is something in this house that gives me THE worst headaches. ,neg
@betsymaebartlet hurts even more when it's one of your best friends ,neg
@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,pos
Thanks to the following for their awesome input: @StealingTheSun @ElizabethJoan @Schonste @ms_treesap @Beaudine  Thank yous &lt;3,pos
"@lolitztoeknee Awww, I'm sorry ",neg
I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze ,pos
"#weekofwin I WON 2 sim cards  the blood the pain... I'm upset, feel robbed, but will continue for my search... N97box reviews to come ...",neg
typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out ,neg
@fashionismo ahhhh &quot;Sold Out&quot; ,neg
23 or 24ï¿½C possible today. Nice ,pos
is wishing you a lovely evening ,pos
"@FzMcFadden No worries, was looking for some retail activity  Thanks though",pos
Stinkin' Rushkies score  1-1,neg
Having way too many issues with my macbook pro. and its been 4 days since i got it.  Going to the store tomorrow.,neg
Finally at homeeeeeeeeeeeeeeeeeee ,pos
"@garethb2  That's awesome, much love for the Gareth clan.",pos
@keza34 @pob34 dont worry  @Dojie likes me really ,pos
@JenBunnyy i read jon and kate filed divorce papers this afternoon  plus a possible custody battle...i feel so bad for those adorable kids,neg
mandy doens't even like noodles! that's insane! ,neg
Doing my hair with my icky thumb was a challenge. Accidentally banged it and it's started bleeding again ,neg
"@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. ",pos
"@hotlantabuzz â¢ *blushing* Me too, me too!!!  Hahahaha",pos
"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though. ",neg
hate my sis ,neg
"@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr",pos
I am so stressed ,neg
@laurensbite What the....? I am so jealous! Where do we go for coverage? The &quot;go here for details&quot; wasn't clickable   Happy 4 you!!!!,neg
#Haveyouever dated a guy who has a better looking brother...dam this always happens 2 me ,neg
"@ABBSound Ð´Ð°. Ð¼Ð¾Ð¹ ÐºÐ°Ðº ÑÐ°Ð· Ð¿Ð¾Ð¶ÑÐ°Ð», Ð·Ð°Ð»ÐµÐ· Ð½Ð° ÑÐºÐ°Ñ Ð¸ Ñ?Ð¿Ð¸Ñ. Ð¾ÑÐ°ÑÑ Ð½Ð¾ÑÑÑ Ð±ÑÐ´ÐµÑ ÐºÐ¾Ð³Ð´Ð° Ð²ÑÑ?Ð¿Ð¸ÑÑ?Ñ? ",pos
UP in 3d movie date ,pos
"@VintageQueen1 ooooh, poor megan.  braces aren't that bad...",neg
Damn you bbs there is no parking ,neg
"After 3 days of Safari 4 it seems as it finally grew up, and Firefox got fat and old ",neg
@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino ,pos
Any plans for this weekend? I'm going to Tokyo. YAY! I can't wait for shopping at Forever21!!  Gonna have a girls night. maybe;),pos
"@mitchelmusso, but the previews are still awesome! ",pos
"At work, protecting the innocent weak from the guilty strong.  ",pos
"@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle ",pos
I think a homeless person took a bath in my mouth while I was sleeping ,neg
@JD_Faery battery pushing will be a global phenomenon by 2012 trust me ,pos
@erincampos the rain is in the jar. my stupidity included ,neg
@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' ,neg
MMMMM.... i-ceam woo finished the preface of twific production ,pos
@TheEllenShow I wish I was in Chicago ,neg
@MarianSpier I want to come to the lecture so keep me posted ,pos
Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all ,pos
@MupNorth better than this place...ew   i just need to ask about the area..i really don't know london...oh also if they allow pets!!! ;),neg
"i ask ah man why life so boring, if its because we poor ppl. he said YUP WE = NO JOB, NO MONEY = NO LIFE ",neg
"@BondiVet Sean has something for you, make sure he passes it on this week... ",pos
@smilingme76 haha thanks ,pos
@TJThyne Congrats on the renewal! I'm so excited that I get to keep my &quot;Hodgie&quot; for at least two more years! ,pos
I'm home. . . . . ,pos
Chilling in the garden ,pos
"@michiev why, thank you!  ",pos
"@umado Sadly I didn't have a Fred, or a Barney, or a Betty   Pics will be up on the BBC Cornwall website tomorrow!",neg
CL Sweet ,pos
feeling a little crafty. ,pos
"aww mann, my i-pod ear phones just bummed out. damm u apple!!! ",neg
@jo_whit  Of course I do.,neg
Summer of checking out colleges back east for &quot;T&quot;. Graduating class of 2010... Holy shit!  ,neg
"@wendywings hehe, better than nothing! What did you end up baking? ",pos
@sherwinsteel and I still didn't get anything ,neg
"@nellleo If you have any Lotus Connections questions, let me know and I can answer them! ",pos
"@Pandaran Coffee, for now!  I probably have enough tequila in my liver to tide me over for a while ",pos
I wish today was bagel day ,neg
@bethbabezz did you have a good time at the party beth? ,pos
"@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me ",pos
yay new addition to my sims family!! i dont want the baby to grow up ,neg
Hair came out ok...short and sassy ,pos
Download Opera Browser Free! Supporting Web Standards   http://bit.ly/w1WIR,pos
hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much ,pos
@rockinrose theres no such thing as chicargin ,pos
"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^",pos
"@stepheneyre Also ill, wishing to be at home having tea and soup. ",neg
@KSBong  Scrabbles fun.. pac man makes me nervous to play.. those stupid little ghosts chasing you  are you playing scrabble by yourself?,pos
All of the rollercoasters I make in rollercoaster tycoon are considered ultra-intense  I'm just too extreme for them...,neg
@augustjoki @ryannielsen Office printer does not work for us- Canon MF4370dn - improperly installed driver error ,neg
I've prepared My School Thingy. ,pos
Feels like shit and can't get any sleep  meh,neg
@jarich The latter ,neg
@mactavish no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it.,pos
@DaisyReyes ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe! ,pos
@DENISE_RICHARDS you looked beautiful!! ,pos
Walk is canceled today       It is pouring in Olive Branch.,neg
"@girrlonthewing Ha, well you'd be surprised at the things that will keep people busy for hours  and I want a kitty too ",neg
Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. ,neg
@wolfgnards awesome. Thanks for letting me know. I look forward to getting to know u. I am going to follow u now that I know who u are ,pos
I left my heart @holdenbeach  Hoping to go back for a couple of days around the fourth,neg
I wish I had the Sims 3 ,neg
